EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5135128,MADISON (ZONE), ,02/13/2000,1700,Ice Storm, , ,0,0,0,0,NY,EST, ,1091831,Z,36,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,02/14/2000,1500, , , , ,"","A strengthening storm system moved out of the Ohio Valley on Sunday the 13th and then tracked across northern Pennsylvania early on the 14th. Abundant Gulf moisture associated with this system in combination with a shallow layer of cold air at the surface produced a mixed bag of wintry precipitation over most of central New York.  Ice accumulations generally between a quarter to a half an inch were observed. There were numerous automobile accidents but no serious injuries reported. Many area schools were closed or delayed.",11
5135129,ONONDAGA (ZONE), ,02/13/2000,1700,Ice Storm, , ,0,0,0,0,NY,EST, ,1091831,Z,18,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,02/14/2000,1500, , , , ,"","A strengthening storm system moved out of the Ohio Valley on Sunday the 13th and then tracked across northern Pennsylvania early on the 14th. Abundant Gulf moisture associated with this system in combination with a shallow layer of cold air at the surface produced a mixed bag of wintry precipitation over most of central New York.  Ice accumulations generally between a quarter to a half an inch were observed. There were numerous automobile accidents but no serious injuries reported. Many area schools were closed or delayed.",12
5135127,DELAWARE (ZONE), ,02/13/2000,1700,Ice Storm, , ,0,0,0,0,NY,EST, ,1091831,Z,57,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,02/14/2000,1500, , , , ,"","A strengthening storm system moved out of the Ohio Valley on Sunday the 13th and then tracked across northern Pennsylvania early on the 14th. Abundant Gulf moisture associated with this system in combination with a shallow layer of cold air at the surface produced a mixed bag of wintry precipitation over most of central New York.  Ice accumulations generally between a quarter to a half an inch were observed. There were numerous automobile accidents but no serious injuries reported. Many area schools were closed or delayed.",13
5135137,TIOGA (ZONE), ,02/13/2000,1700,Ice Storm, , ,0,0,0,0,NY,EST, ,1091831,Z,55,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,02/14/2000,1500, , , , ,"","A strengthening storm system moved out of the Ohio Valley on Sunday the 13th and then tracked across northern Pennsylvania early on the 14th. Abundant Gulf moisture associated with this system in combination with a shallow layer of cold air at the surface produced a mixed bag of wintry precipitation over most of central New York.  Ice accumulations generally between a quarter to a half an inch were observed. There were numerous automobile accidents but no serious injuries reported. Many area schools were closed or delayed.",14
5135138,TOMPKINS (ZONE), ,02/13/2000,1700,Ice Storm, , ,0,0,0,0,NY,EST, ,1091831,Z,25,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,02/14/2000,1500, , , , ,"","A strengthening storm system moved out of the Ohio Valley on Sunday the 13th and then tracked across northern Pennsylvania early on the 14th. Abundant Gulf moisture associated with this system in combination with a shallow layer of cold air at the surface produced a mixed bag of wintry precipitation over most of central New York.  Ice accumulations generally between a quarter to a half an inch were observed. There were numerous automobile accidents but no serious injuries reported. Many area schools were closed or delayed.",15
5135135,STEUBEN (ZONE), ,02/13/2000,1700,Ice Storm, , ,0,0,0,0,NY,EST, ,1091831,Z,22,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,02/14/2000,1500, , , , ,"","A strengthening storm system moved out of the Ohio Valley on Sunday the 13th and then tracked across northern Pennsylvania early on the 14th. Abundant Gulf moisture associated with this system in combination with a shallow layer of cold air at the surface produced a mixed bag of wintry precipitation over most of central New York.  Ice accumulations generally between a quarter to a half an inch were observed. There were numerous automobile accidents but no serious injuries reported. Many area schools were closed or delayed.",16
5135139,YATES (ZONE), ,02/13/2000,1700,Ice Storm, , ,0,0,0,0,NY,EST, ,1091831,Z,15,BGM,0,0,TRAINED SPOTTER, , , , , , , , ,02/14/2000,1500, , , , ,"","A strengthening storm system moved out of the Ohio Valley on Sunday the 13th and then tracked across northern Pennsylvania early on the 14th. Abundant Gulf moisture associated with this system in combination with a shallow layer of cold air at the surface produced a mixed bag of wintry precipitation over most of central New York.  Ice accumulations generally between a quarter to a half an inch were observed. There were numerous automobile accidents but no serious injuries reported. Many area schools were closed or delayed.",17
5167254,ORANGE (ZONE), ,12/14/2000,538,Ice Storm, , ,0,0,0,0,NY,EST, ,1105311,Z,67,OKX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,12/14/2000,538, , , , ,"","
During the early morning hours of December 14th, a low pressure system over the Ohio Valley weakened, while a new low developed along the mid Atlantic coast. This new low tracked northeast toward southern New England by the late morning on December 14th. To the northwest of this low pressure center, a narrow swath of freezing rain and sleet fell, as warm, moist air was lifted over a pre-existing colder airmass. This mixture of freezing rain and sleet created treacherous travel for the morning commute on December 14th.  In addition, power outages resulted as tree limbs fell due to significant ice accretion.  Ice accumulated at least one quarter inch throughout the area, with some locations receiving up to one half inch of ice.",18
5167255,PUTNAM (ZONE), ,12/14/2000,600,Ice Storm, , ,0,0,0,0,NY,EST, ,1105311,Z,68,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,12/14/2000,600, , , , ,"","
During the early morning hours of December 14th, a low pressure system over the Ohio Valley weakened, while a new low developed along the mid Atlantic coast. This new low tracked northeast toward southern New England by the late morning on December 14th. To the northwest of this low pressure center, a narrow swath of freezing rain and sleet fell, as warm, moist air was lifted over a pre-existing colder airmass. This mixture of freezing rain and sleet created treacherous travel for the morning commute on December 14th.  In addition, power outages resulted as tree limbs fell due to significant ice accretion.  Ice accumulated at least one quarter inch throughout the area, with some locations receiving up to one half inch of ice.",19
5167257,NORTHERN WESTCHESTER (ZONE), ,12/14/2000,600,Ice Storm, , ,0,0,0,0,NY,EST, ,1105311,Z,70,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,12/14/2000,600, , , , ,"","
During the early morning hours of December 14th, a low pressure system over the Ohio Valley weakened, while a new low developed along the mid Atlantic coast. This new low tracked northeast toward southern New England by the late morning on December 14th. To the northwest of this low pressure center, a narrow swath of freezing rain and sleet fell, as warm, moist air was lifted over a pre-existing colder airmass. This mixture of freezing rain and sleet created treacherous travel for the morning commute on December 14th.  In addition, power outages resulted as tree limbs fell due to significant ice accretion.  Ice accumulated at least one quarter inch throughout the area, with some locations receiving up to one half inch of ice.",20
5167256,ROCKLAND (ZONE), ,12/14/2000,600,Ice Storm, , ,0,0,0,0,NY,EST, ,1105311,Z,69,OKX,0,0,TRAINED SPOTTER, , , , , , , , ,12/14/2000,600, , , , ,"","
During the early morning hours of December 14th, a low pressure system over the Ohio Valley weakened, while a new low developed along the mid Atlantic coast. This new low tracked northeast toward southern New England by the late morning on December 14th. To the northwest of this low pressure center, a narrow swath of freezing rain and sleet fell, as warm, moist air was lifted over a pre-existing colder airmass. This mixture of freezing rain and sleet created treacherous travel for the morning commute on December 14th.  In addition, power outages resulted as tree limbs fell due to significant ice accretion.  Ice accumulated at least one quarter inch throughout the area, with some locations receiving up to one half inch of ice.",21
5234427,SULLIVAN (ZONE), ,02/16/2001,800,Ice Storm, , ,0,0,0,0,NY,EST, ,1111514,Z,62,BGM,0,0,OFFICIAL NWS OBS., , , , , , , , ,02/16/2001,2300, , , , ,"","A low pressure system moved across the middle Atlantic region on the 16th.  A southeast fetch brought moisture from the Atlantic Ocean into Sullivan County.  This was further enhanced by the moisture being lifted as it moved into the southern Catskill Mountains.  When freezing rain started temperatures were in the lower twenties.  Temperatures slowly warmed throughout the day to around freezing during the evening.  As the low moved off the middle Atlantic coast during the evening, precipitation ended.  Water equivalents of the freezing rain were around half an inch.",22
5234403,CHEMUNG (ZONE), ,02/24/2001,2300,Ice Storm, , ,0,0,0,0,NY,EST, ,1111512,Z,24,BGM,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,02/25/2001,900, , , , ,"","A strengthening low pressure system in the plains on the 24th moved into the western Great Lakes late that day.  The storm moved into southern Ontario province in Canada on the 25th.  Precipitation occurred ahead of the low and a warm front.  The precipitation started as a period of light snow and sleet the evening of the 24th.  The snow and sleet changed to freezing rain around midnight in the central southern tier and finger lakes.  It changed over across the rest of the area by 3 AM.  The freezing rain ended in the central southern tier and finger lakes by 9 AM.  It then ended in the cities of Binghamton, Cortland, and Oneida around 10 AM.  The rain finally ended from the western Catskills to the western Mohawk valley by 1 PM.  Water equivalent amounts of the freezing rain were between a quarter and a half of an inch.  Oneida County was the worst hit.",23
5234419,YATES (ZONE), ,02/24/2001,2300,Ice Storm, , ,0,0,0,0,NY,EST, ,1111512,Z,15,BGM,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,02/25/2001,800, , , , ,"","A strengthening low pressure system in the plains on the 24th moved into the western Great Lakes late that day.  The storm moved into southern Ontario province in Canada on the 25th.  Precipitation occurred ahead of the low and a warm front.  The precipitation started as a period of light snow and sleet the evening of the 24th.  The snow and sleet changed to freezing rain around midnight in the central southern tier and finger lakes.  It changed over across the rest of the area by 3 AM.  The freezing rain ended in the central southern tier and finger lakes by 9 AM.  It then ended in the cities of Binghamton, Cortland, and Oneida around 10 AM.  The rain finally ended from the western Catskills to the western Mohawk valley by 1 PM.  Water equivalent amounts of the freezing rain were between a quarter and a half of an inch.  Oneida County was the worst hit.",24
5234415,STEUBEN (ZONE), ,02/24/2001,2300,Ice Storm, , ,0,0,0,0,NY,EST, ,1111512,Z,22,BGM,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,02/25/2001,800, , , , ,"","A strengthening low pressure system in the plains on the 24th moved into the western Great Lakes late that day.  The storm moved into southern Ontario province in Canada on the 25th.  Precipitation occurred ahead of the low and a warm front.  The precipitation started as a period of light snow and sleet the evening of the 24th.  The snow and sleet changed to freezing rain around midnight in the central southern tier and finger lakes.  It changed over across the rest of the area by 3 AM.  The freezing rain ended in the central southern tier and finger lakes by 9 AM.  It then ended in the cities of Binghamton, Cortland, and Oneida around 10 AM.  The rain finally ended from the western Catskills to the western Mohawk valley by 1 PM.  Water equivalent amounts of the freezing rain were between a quarter and a half of an inch.  Oneida County was the worst hit.",25
5234411,SCHUYLER (ZONE), ,02/24/2001,2300,Ice Storm, , ,0,0,0,0,NY,EST, ,1111512,Z,23,BGM,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,02/25/2001,900, , , , ,"","A strengthening low pressure system in the plains on the 24th moved into the western Great Lakes late that day.  The storm moved into southern Ontario province in Canada on the 25th.  Precipitation occurred ahead of the low and a warm front.  The precipitation started as a period of light snow and sleet the evening of the 24th.  The snow and sleet changed to freezing rain around midnight in the central southern tier and finger lakes.  It changed over across the rest of the area by 3 AM.  The freezing rain ended in the central southern tier and finger lakes by 9 AM.  It then ended in the cities of Binghamton, Cortland, and Oneida around 10 AM.  The rain finally ended from the western Catskills to the western Mohawk valley by 1 PM.  Water equivalent amounts of the freezing rain were between a quarter and a half of an inch.  Oneida County was the worst hit.",26
5234412,SENECA (ZONE), ,02/25/2001,0,Ice Storm, , ,0,0,0,0,NY,EST, ,1111512,Z,16,BGM,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,02/25/2001,900, , , , ,"","A strengthening low pressure system in the plains on the 24th moved into the western Great Lakes late that day.  The storm moved into southern Ontario province in Canada on the 25th.  Precipitation occurred ahead of the low and a warm front.  The precipitation started as a period of light snow and sleet the evening of the 24th.  The snow and sleet changed to freezing rain around midnight in the central southern tier and finger lakes.  It changed over across the rest of the area by 3 AM.  The freezing rain ended in the central southern tier and finger lakes by 9 AM.  It then ended in the cities of Binghamton, Cortland, and Oneida around 10 AM.  The rain finally ended from the western Catskills to the western Mohawk valley by 1 PM.  Water equivalent amounts of the freezing rain were between a quarter and a half of an inch.  Oneida County was the worst hit.",27
5234418,TOMPKINS (ZONE), ,02/25/2001,0,Ice Storm, , ,0,0,0,0,NY,EST, ,1111512,Z,25,BGM,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,02/25/2001,900, , , , ,"","A strengthening low pressure system in the plains on the 24th moved into the western Great Lakes late that day.  The storm moved into southern Ontario province in Canada on the 25th.  Precipitation occurred ahead of the low and a warm front.  The precipitation started as a period of light snow and sleet the evening of the 24th.  The snow and sleet changed to freezing rain around midnight in the central southern tier and finger lakes.  It changed over across the rest of the area by 3 AM.  The freezing rain ended in the central southern tier and finger lakes by 9 AM.  It then ended in the cities of Binghamton, Cortland, and Oneida around 10 AM.  The rain finally ended from the western Catskills to the western Mohawk valley by 1 PM.  Water equivalent amounts of the freezing rain were between a quarter and a half of an inch.  Oneida County was the worst hit.",28
5234413,SOUTHERN CAYUGA (ZONE), ,02/25/2001,0,Ice Storm, , ,0,0,0,0,NY,EST, ,1111512,Z,17,BGM,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,02/25/2001,900, , , , ,"","A strengthening low pressure system in the plains on the 24th moved into the western Great Lakes late that day.  The storm moved into southern Ontario province in Canada on the 25th.  Precipitation occurred ahead of the low and a warm front.  The precipitation started as a period of light snow and sleet the evening of the 24th.  The snow and sleet changed to freezing rain around midnight in the central southern tier and finger lakes.  It changed over across the rest of the area by 3 AM.  The freezing rain ended in the central southern tier and finger lakes by 9 AM.  It then ended in the cities of Binghamton, Cortland, and Oneida around 10 AM.  The rain finally ended from the western Catskills to the western Mohawk valley by 1 PM.  Water equivalent amounts of the freezing rain were between a quarter and a half of an inch.  Oneida County was the worst hit.",29
5234414,SOUTHERN ONEIDA (ZONE), ,02/25/2001,100,Ice Storm, , ,0,0,0,0,NY,EST, ,1111512,Z,37,BGM,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,02/25/2001,1200, , , , ,"","A strengthening low pressure system in the plains on the 24th moved into the western Great Lakes late that day.  The storm moved into southern Ontario province in Canada on the 25th.  Precipitation occurred ahead of the low and a warm front.  The precipitation started as a period of light snow and sleet the evening of the 24th.  The snow and sleet changed to freezing rain around midnight in the central southern tier and finger lakes.  It changed over across the rest of the area by 3 AM.  The freezing rain ended in the central southern tier and finger lakes by 9 AM.  It then ended in the cities of Binghamton, Cortland, and Oneida around 10 AM.  The rain finally ended from the western Catskills to the western Mohawk valley by 1 PM.  Water equivalent amounts of the freezing rain were between a quarter and a half of an inch.  Oneida County was the worst hit.",30
5234405,CORTLAND (ZONE), ,02/25/2001,100,Ice Storm, , ,0,0,0,0,NY,EST, ,1111512,Z,44,BGM,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,02/25/2001,1100, , , , ,"","A strengthening low pressure system in the plains on the 24th moved into the western Great Lakes late that day.  The storm moved into southern Ontario province in Canada on the 25th.  Precipitation occurred ahead of the low and a warm front.  The precipitation started as a period of light snow and sleet the evening of the 24th.  The snow and sleet changed to freezing rain around midnight in the central southern tier and finger lakes.  It changed over across the rest of the area by 3 AM.  The freezing rain ended in the central southern tier and finger lakes by 9 AM.  It then ended in the cities of Binghamton, Cortland, and Oneida around 10 AM.  The rain finally ended from the western Catskills to the western Mohawk valley by 1 PM.  Water equivalent amounts of the freezing rain were between a quarter and a half of an inch.  Oneida County was the worst hit.",31
5234417,TIOGA (ZONE), ,02/25/2001,100,Ice Storm, , ,0,0,0,0,NY,EST, ,1111512,Z,55,BGM,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,02/25/2001,1000, , , , ,"","A strengthening low pressure system in the plains on the 24th moved into the western Great Lakes late that day.  The storm moved into southern Ontario province in Canada on the 25th.  Precipitation occurred ahead of the low and a warm front.  The precipitation started as a period of light snow and sleet the evening of the 24th.  The snow and sleet changed to freezing rain around midnight in the central southern tier and finger lakes.  It changed over across the rest of the area by 3 AM.  The freezing rain ended in the central southern tier and finger lakes by 9 AM.  It then ended in the cities of Binghamton, Cortland, and Oneida around 10 AM.  The rain finally ended from the western Catskills to the western Mohawk valley by 1 PM.  Water equivalent amounts of the freezing rain were between a quarter and a half of an inch.  Oneida County was the worst hit.",32
5234409,ONONDAGA (ZONE), ,02/25/2001,100,Ice Storm, , ,0,0,0,0,NY,EST, ,1111512,Z,18,BGM,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,02/25/2001,900, , , , ,"","A strengthening low pressure system in the plains on the 24th moved into the western Great Lakes late that day.  The storm moved into southern Ontario province in Canada on the 25th.  Precipitation occurred ahead of the low and a warm front.  The precipitation started as a period of light snow and sleet the evening of the 24th.  The snow and sleet changed to freezing rain around midnight in the central southern tier and finger lakes.  It changed over across the rest of the area by 3 AM.  The freezing rain ended in the central southern tier and finger lakes by 9 AM.  It then ended in the cities of Binghamton, Cortland, and Oneida around 10 AM.  The rain finally ended from the western Catskills to the western Mohawk valley by 1 PM.  Water equivalent amounts of the freezing rain were between a quarter and a half of an inch.  Oneida County was the worst hit.",33
5234402,BROOME (ZONE), ,02/25/2001,100,Ice Storm, , ,0,0,0,0,NY,EST, ,1111512,Z,56,BGM,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,02/25/2001,1100, , , , ,"","A strengthening low pressure system in the plains on the 24th moved into the western Great Lakes late that day.  The storm moved into southern Ontario province in Canada on the 25th.  Precipitation occurred ahead of the low and a warm front.  The precipitation started as a period of light snow and sleet the evening of the 24th.  The snow and sleet changed to freezing rain around midnight in the central southern tier and finger lakes.  It changed over across the rest of the area by 3 AM.  The freezing rain ended in the central southern tier and finger lakes by 9 AM.  It then ended in the cities of Binghamton, Cortland, and Oneida around 10 AM.  The rain finally ended from the western Catskills to the western Mohawk valley by 1 PM.  Water equivalent amounts of the freezing rain were between a quarter and a half of an inch.  Oneida County was the worst hit.",34
5234416,SULLIVAN (ZONE), ,02/25/2001,200,Ice Storm, , ,0,0,0,0,NY,EST, ,1111512,Z,62,BGM,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,02/25/2001,1300, , , , ,"","A strengthening low pressure system in the plains on the 24th moved into the western Great Lakes late that day.  The storm moved into southern Ontario province in Canada on the 25th.  Precipitation occurred ahead of the low and a warm front.  The precipitation started as a period of light snow and sleet the evening of the 24th.  The snow and sleet changed to freezing rain around midnight in the central southern tier and finger lakes.  It changed over across the rest of the area by 3 AM.  The freezing rain ended in the central southern tier and finger lakes by 9 AM.  It then ended in the cities of Binghamton, Cortland, and Oneida around 10 AM.  The rain finally ended from the western Catskills to the western Mohawk valley by 1 PM.  Water equivalent amounts of the freezing rain were between a quarter and a half of an inch.  Oneida County was the worst hit.",35
5234407,MADISON (ZONE), ,02/25/2001,200,Ice Storm, , ,0,0,0,0,NY,EST, ,1111512,Z,36,BGM,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,02/25/2001,1200, , , , ,"","A strengthening low pressure system in the plains on the 24th moved into the western Great Lakes late that day.  The storm moved into southern Ontario province in Canada on the 25th.  Precipitation occurred ahead of the low and a warm front.  The precipitation started as a period of light snow and sleet the evening of the 24th.  The snow and sleet changed to freezing rain around midnight in the central southern tier and finger lakes.  It changed over across the rest of the area by 3 AM.  The freezing rain ended in the central southern tier and finger lakes by 9 AM.  It then ended in the cities of Binghamton, Cortland, and Oneida around 10 AM.  The rain finally ended from the western Catskills to the western Mohawk valley by 1 PM.  Water equivalent amounts of the freezing rain were between a quarter and a half of an inch.  Oneida County was the worst hit.",36
5234404,CHENANGO (ZONE), ,02/25/2001,200,Ice Storm, , ,0,0,0,0,NY,EST, ,1111512,Z,45,BGM,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,02/25/2001,1200, , , , ,"","A strengthening low pressure system in the plains on the 24th moved into the western Great Lakes late that day.  The storm moved into southern Ontario province in Canada on the 25th.  Precipitation occurred ahead of the low and a warm front.  The precipitation started as a period of light snow and sleet the evening of the 24th.  The snow and sleet changed to freezing rain around midnight in the central southern tier and finger lakes.  It changed over across the rest of the area by 3 AM.  The freezing rain ended in the central southern tier and finger lakes by 9 AM.  It then ended in the cities of Binghamton, Cortland, and Oneida around 10 AM.  The rain finally ended from the western Catskills to the western Mohawk valley by 1 PM.  Water equivalent amounts of the freezing rain were between a quarter and a half of an inch.  Oneida County was the worst hit.",37
5234408,NORTHERN ONEIDA (ZONE), ,02/25/2001,200,Ice Storm, , ,0,0,0,0,NY,EST, ,1111512,Z,9,BGM,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,02/25/2001,1300, , , , ,"","A strengthening low pressure system in the plains on the 24th moved into the western Great Lakes late that day.  The storm moved into southern Ontario province in Canada on the 25th.  Precipitation occurred ahead of the low and a warm front.  The precipitation started as a period of light snow and sleet the evening of the 24th.  The snow and sleet changed to freezing rain around midnight in the central southern tier and finger lakes.  It changed over across the rest of the area by 3 AM.  The freezing rain ended in the central southern tier and finger lakes by 9 AM.  It then ended in the cities of Binghamton, Cortland, and Oneida around 10 AM.  The rain finally ended from the western Catskills to the western Mohawk valley by 1 PM.  Water equivalent amounts of the freezing rain were between a quarter and a half of an inch.  Oneida County was the worst hit.",38
